TransactionID,Amount,Date,Description,PaymentMethod,MerchantName,MerchantCategoryCode,Status,Recurrence,AccountHolderAge,AccountHolderGender,Category
232,14695.73,2025-10-12,Merchant_80 Groceries,UPI,Merchant_80,7841,Pending,Regular,18,Male,Groceries
233,7039.66,2024-11-08,Merchant_71 Travel,Debit Card,Merchant_71,5947,Posted,Regular,21,Male,Travel
234,9560.89,2025-09-07,Merchant_94 Education,Credit Card,Merchant_94,5947,Pending,Recurring,33,Female,Education
235,13914.78,2024-10-20,Merchant_17 Rent,UPI,Merchant_17,7832,Posted,Regular,30,Male,Rent
236,511.7,2025-04-02,Merchant_54 Insurance,Auto-Debit,Merchant_54,5541,Posted,Recurring,54,Male,Insurance
237,18082.26,2025-03-09,Merchant_33 Subscription,Auto-Debit,Merchant_33,4814,Posted,Regular,46,Male,Subscription
238,12438.06,2025-03-12,Merchant_36 Education,Debit Card,Merchant_36,5411,Pending,One-time,32,Female,Education
239,14963.65,2025-06-12,Merchant_37 Fuel,NEFT,Merchant_37,4814,Posted,Regular,26,Female,Fuel
240,435,2025-06-14,Merchant_79 Health & Fitness,UPI,Merchant_79,5812,Pending,Regular,66,Male,Health & Fitness
241,4436.13,2025-02-15,Merchant_29 Health & Fitness,NEFT,Merchant_29,5732,Pending,Regular,71,Male,Health & Fitness
242,4847.54,2025-09-23,Merchant_11 Rent,Auto-Debit,Merchant_11,5541,Posted,One-time,26,Male,Rent
243,7171.47,2024-11-01,Merchant_95 Shopping,NEFT,Merchant_95,7997,Posted,Recurring,70,Male,Shopping
244,1090.89,2025-02-24,Merchant_50 Entertainment,Debit Card,Merchant_50,7832,Posted,Regular,55,Female,Entertainment
245,15539.5,2024-11-10,Merchant_10 Rent,Auto-Debit,Merchant_10,6311,Pending,Recurring,37,Female,Rent
246,17086,2025-08-23,Merchant_2 Travel,UPI,Merchant_2,4814,Posted,One-time,60,Female,Travel
247,13959.12,2025-02-22,Merchant_74 Gifts,UPI,Merchant_74,5947,Posted,Recurring,20,Male,Gifts
248,6870.9,2025-04-17,Merchant_18 Groceries,Debit Card,Merchant_18,4814,Posted,One-time,31,Male,Groceries
249,13503.45,2024-12-26,Merchant_56 Travel,NEFT,Merchant_56,5732,Posted,One-time,35,Male,Travel
250,4871.22,2025-05-18,Merchant_48 Subscription,Credit Card,Merchant_48,7997,Posted,Regular,33,Female,Subscription
251,17672.65,2025-01-21,Merchant_27 Entertainment,NEFT,Merchant_27,5411,Pending,Regular,45,Female,Entertainment
252,16026.75,2025-05-07,Merchant_40 Subscription,NEFT,Merchant_40,4784,Pending,Recurring,61,Male,Subscription
253,8608.59,2025-03-31,Merchant_15 Transport,Debit Card,Merchant_15,5732,Pending,One-time,57,Female,Transport
254,941.82,2025-06-22,Merchant_71 Shopping,Debit Card,Merchant_71,5947,Posted,Recurring,31,Female,Shopping
255,5224.98,2025-01-30,Merchant_40 Transport,Credit Card,Merchant_40,8011,Posted,Regular,51,Female,Transport
256,2450.36,2025-03-17,Merchant_64 Education,Auto-Debit,Merchant_64,7832,Posted,Regular,29,Female,Education
257,13165.84,2025-04-13,Merchant_82 Rent,Debit Card,Merchant_82,4784,Posted,One-time,24,Female,Rent
258,4846.86,2025-10-15,Merchant_22 Health & Fitness,Auto-Debit,Merchant_22,8299,Posted,Regular,21,Male,Health & Fitness
259,1095.44,2025-08-14,Merchant_28 Medical,NEFT,Merchant_28,5541,Posted,One-time,43,Male,Medical
260,5873.7,2025-03-22,Merchant_93 Rent,UPI,Merchant_93,5732,Posted,Regular,35,Male,Rent
261,13255,2025-03-02,Merchant_57 Groceries,Auto-Debit,Merchant_57,7832,Pending,Recurring,69,Female,Groceries
262,4254.19,2025-02-15,Merchant_75 Fuel,Debit Card,Merchant_75,7841,Pending,Recurring,49,Male,Fuel
263,18841.49,2024-12-16,Merchant_6 Utilities,NEFT,Merchant_6,7997,Posted,Recurring,21,Male,Utilities
264,13534,2025-02-16,Merchant_55 Rent,UPI,Merchant_55,5812,Posted,One-time,75,Male,Rent
265,11650.03,2025-05-09,Merchant_29 Dining,Debit Card,Merchant_29,4121,Pending,One-time,67,Female,Dining
266,9038.47,2024-10-26,Merchant_56 Utilities,NEFT,Merchant_56,7841,Pending,Recurring,43,Female,Utilities
267,16724.94,2025-07-17,Merchant_62 Travel,Credit Card,Merchant_62,5947,Pending,Regular,20,Female,Travel
268,15625.56,2025-09-14,Merchant_58 Gifts,Auto-Debit,Merchant_58,6513,Posted,Regular,20,Female,Gifts
269,4667.67,2025-06-15,Merchant_58 Groceries,Debit Card,Merchant_58,5411,Posted,One-time,39,Male,Groceries
270,301.86,2024-11-02,Merchant_22 Groceries,Debit Card,Merchant_22,5812,Posted,Recurring,55,Female,Groceries
271,9500.92,2025-01-29,Merchant_87 Gifts,Debit Card,Merchant_87,4814,Pending,Recurring,73,Female,Gifts
272,16759.19,2025-01-28,Merchant_94 Travel,Credit Card,Merchant_94,5411,Pending,Regular,24,Male,Travel
273,2899.54,2025-07-07,Merchant_67 Shopping,Auto-Debit,Merchant_67,6311,Posted,Regular,32,Male,Shopping
274,1336.42,2025-06-18,Merchant_45 Fuel,Credit Card,Merchant_45,6311,Posted,One-time,75,Male,Fuel
275,12840.29,2025-07-22,Merchant_19 Utilities,Credit Card,Merchant_19,4121,Posted,Recurring,59,Male,Utilities
276,13579.2,2025-02-22,Merchant_29 Entertainment,Credit Card,Merchant_29,7841,Pending,Regular,57,Female,Entertainment
277,8249.58,2025-08-17,Merchant_57 Shopping,Auto-Debit,Merchant_57,5732,Posted,Recurring,43,Female,Shopping
278,573.17,2025-07-22,Merchant_22 Health & Fitness,UPI,Merchant_22,6311,Posted,One-time,30,Male,Health & Fitness
279,4626.18,2025-07-05,Merchant_87 Groceries,Debit Card,Merchant_87,5812,Posted,One-time,18,Male,Groceries
280,13973.25,2025-04-11,Merchant_90 Groceries,Debit Card,Merchant_90,7997,Pending,Recurring,66,Male,Groceries
281,15022,2025-07-21,Merchant_94 Travel,Debit Card,Merchant_94,5541,Posted,Regular,56,Female,Travel
282,14818.24,2024-12-01,Merchant_47 Utilities,NEFT,Merchant_47,5732,Posted,Regular,52,Female,Utilities
283,10136.53,2024-11-02,Merchant_71 Medical,Debit Card,Merchant_71,7832,Posted,Regular,53,Female,Medical
284,16167.82,2025-09-25,Merchant_43 Fuel,UPI,Merchant_43,4121,Pending,Regular,22,Female,Fuel
285,7674.1,2025-06-30,Merchant_62 Subscription,Debit Card,Merchant_62,4814,Posted,One-time,46,Female,Subscription
286,13331.2,2024-12-02,Merchant_37 Dining,Debit Card,Merchant_37,7997,Posted,Regular,25,Female,Dining
287,13118.33,2024-12-23,Merchant_2 Groceries,Credit Card,Merchant_2,6311,Posted,One-time,34,Male,Groceries
288,2704.01,2025-01-24,Merchant_12 Utilities,NEFT,Merchant_12,4784,Posted,One-time,49,Male,Utilities
289,19566.19,2025-04-03,Merchant_23 Utilities,NEFT,Merchant_23,5812,Posted,Recurring,40,Male,Utilities
290,19555.42,2024-12-06,Merchant_53 Medical,Credit Card,Merchant_53,7997,Pending,Recurring,23,Female,Medical
291,3138.75,2025-01-20,Merchant_55 Insurance,Credit Card,Merchant_55,5812,Posted,Regular,25,Male,Insurance
292,17079.09,2025-09-09,Merchant_30 Utilities,Credit Card,Merchant_30,5411,Posted,Regular,24,Male,Utilities
293,17809.63,2025-09-02,Merchant_71 Utilities,Debit Card,Merchant_71,4784,Posted,One-time,58,Male,Utilities
294,12214.52,2025-04-01,Merchant_16 Medical,Credit Card,Merchant_16,7832,Posted,Recurring,54,Male,Medical
295,3220.57,2025-07-13,Merchant_78 Shopping,Credit Card,Merchant_78,6311,Pending,Regular,75,Female,Shopping
296,13793.48,2025-08-11,Merchant_14 Entertainment,Auto-Debit,Merchant_14,4784,Pending,Regular,53,Male,Entertainment
297,9005.65,2025-08-18,Merchant_37 Entertainment,NEFT,Merchant_37,5947,Pending,Regular,54,Male,Entertainment
298,14703.34,2025-07-29,Merchant_5 Insurance,NEFT,Merchant_5,7841,Posted,One-time,65,Female,Insurance
299,19667.04,2025-01-27,Merchant_18 Travel,NEFT,Merchant_18,6311,Pending,Regular,38,Male,Travel
300,1192.46,2024-11-01,Merchant_94 Rent,Debit Card,Merchant_94,6311,Pending,Regular,40,Female,Rent
301,6544.73,2025-01-08,Merchant_35 Insurance,NEFT,Merchant_35,6513,Posted,Recurring,45,Female,Insurance
302,9070.43,2025-05-10,Merchant_14 Health & Fitness,Auto-Debit,Merchant_14,5732,Posted,One-time,39,Male,Health & Fitness
303,16298.02,2025-05-06,Merchant_13 Travel,Auto-Debit,Merchant_13,4814,Pending,Recurring,42,Male,Travel
304,3049.42,2024-11-18,Merchant_22 Entertainment,Auto-Debit,Merchant_22,5541,Posted,One-time,75,Female,Entertainment
305,921.28,2025-01-31,Merchant_100 Rent,Debit Card,Merchant_100,5541,Pending,Recurring,53,Male,Rent
306,6008.19,2024-11-25,Merchant_17 Rent,Auto-Debit,Merchant_17,5812,Posted,Regular,75,Female,Rent
307,6290.22,2025-06-30,Merchant_66 Fuel,NEFT,Merchant_66,5541,Posted,Regular,35,Male,Fuel
308,11167.48,2025-06-13,Merchant_36 Subscription,Debit Card,Merchant_36,6311,Posted,One-time,67,Male,Subscription
309,5094.69,2025-03-21,Merchant_41 Medical,Credit Card,Merchant_41,8299,Pending,Regular,24,Female,Medical
310,11331.83,2025-01-04,Merchant_70 Transport,Auto-Debit,Merchant_70,8011,Posted,Recurring,61,Female,Transport
311,2281.87,2025-05-23,Merchant_73 Subscription,NEFT,Merchant_73,8299,Posted,Regular,47,Female,Subscription
312,10306.25,2024-10-22,Merchant_39 Shopping,Credit Card,Merchant_39,4121,Pending,One-time,37,Female,Shopping
313,18309.41,2024-11-30,Merchant_81 Fuel,Auto-Debit,Merchant_81,5732,Posted,One-time,56,Female,Fuel
314,19962.56,2025-05-09,Merchant_95 Education,Credit Card,Merchant_95,5812,Pending,One-time,35,Female,Education
315,15618.1,2025-04-25,Merchant_46 Dining,Debit Card,Merchant_46,6311,Posted,Recurring,20,Male,Dining
316,556.65,2025-06-03,Merchant_96 Insurance,NEFT,Merchant_96,8299,Posted,Recurring,67,Female,Insurance
317,1084.99,2025-04-28,Merchant_13 Health & Fitness,Credit Card,Merchant_13,7832,Posted,One-time,60,Female,Health & Fitness
318,7585.89,2025-07-23,Merchant_5 Groceries,NEFT,Merchant_5,5812,Posted,Recurring,55,Male,Groceries
319,6758.04,2025-07-09,Merchant_52 Groceries,Auto-Debit,Merchant_52,4784,Posted,Recurring,70,Male,Groceries
320,7760.85,2025-07-08,Merchant_32 Education,UPI,Merchant_32,6513,Posted,Recurring,27,Male,Education
321,9750.75,2024-11-30,Merchant_2 Insurance,NEFT,Merchant_2,4814,Pending,Recurring,54,Male,Insurance
322,10617.88,2024-12-30,Merchant_69 Groceries,Credit Card,Merchant_69,7997,Pending,One-time,27,Male,Groceries
323,5481.39,2025-08-28,Merchant_72 Health & Fitness,UPI,Merchant_72,6311,Pending,One-time,72,Female,Health & Fitness
324,5417.58,2025-03-18,Merchant_34 Transport,Debit Card,Merchant_34,5732,Posted,Recurring,45,Female,Transport
325,866.12,2025-09-14,Merchant_26 Dining,Credit Card,Merchant_26,5541,Pending,Regular,44,Male,Dining
326,16361.58,2025-07-10,Merchant_56 Insurance,Debit Card,Merchant_56,6513,Posted,Regular,22,Female,Insurance
327,12123.24,2025-08-26,Merchant_68 Travel,Debit Card,Merchant_68,5812,Pending,Regular,44,Male,Travel
328,7262.03,2025-05-21,Merchant_64 Rent,Debit Card,Merchant_64,6311,Pending,Recurring,19,Female,Rent
329,9663.8,2025-06-29,Merchant_37 Utilities,Debit Card,Merchant_37,7997,Posted,Recurring,21,Female,Utilities
330,7993.63,2025-04-05,Merchant_26 Health & Fitness,Auto-Debit,Merchant_26,4784,Pending,Recurring,44,Male,Health & Fitness
331,15849.97,2025-06-22,Merchant_15 Utilities,Credit Card,Merchant_15,4814,Posted,Regular,33,Female,Utilities
332,13171.06,2025-02-05,Merchant_26 Travel,NEFT,Merchant_26,5541,Posted,Recurring,64,Male,Travel
333,7786.59,2025-04-06,Merchant_16 Fuel,NEFT,Merchant_16,8011,Pending,One-time,22,Male,Fuel
334,18944.47,2025-02-10,Merchant_4 Entertainment,Auto-Debit,Merchant_4,4784,Pending,Regular,67,Male,Entertainment
335,18060.93,2024-12-29,Merchant_81 Education,Credit Card,Merchant_81,8011,Pending,Regular,58,Male,Education
336,3825.87,2024-11-07,Merchant_100 Dining,Credit Card,Merchant_100,4121,Pending,Recurring,67,Female,Dining
337,5903.11,2025-02-28,Merchant_53 Travel,Credit Card,Merchant_53,7841,Posted,Regular,49,Male,Travel
338,3224.53,2025-09-13,Merchant_74 Fuel,UPI,Merchant_74,5732,Posted,Regular,53,Female,Fuel
339,10691.39,2025-06-03,Merchant_46 Health & Fitness,UPI,Merchant_46,6513,Posted,Regular,24,Male,Health & Fitness
340,1977.17,2024-11-05,Merchant_93 Transport,NEFT,Merchant_93,7997,Posted,Regular,33,Female,Transport
341,12060.65,2025-09-03,Merchant_22 Health & Fitness,NEFT,Merchant_22,4784,Posted,Regular,19,Male,Health & Fitness
342,5137.96,2025-01-17,Merchant_50 Health & Fitness,Auto-Debit,Merchant_50,4814,Posted,Regular,24,Female,Health & Fitness
343,2775.11,2025-03-26,Merchant_64 Insurance,NEFT,Merchant_64,4121,Pending,Regular,33,Female,Insurance
344,5329.25,2025-08-05,Merchant_26 Shopping,Auto-Debit,Merchant_26,6513,Posted,Recurring,54,Male,Shopping
345,18568.23,2024-11-11,Merchant_75 Shopping,UPI,Merchant_75,5812,Pending,Regular,36,Female,Shopping
346,117.76,2025-06-20,Merchant_52 Medical,Auto-Debit,Merchant_52,4784,Pending,Recurring,74,Female,Medical
347,14586.69,2024-12-12,Merchant_45 Health & Fitness,UPI,Merchant_45,5732,Pending,Regular,46,Female,Health & Fitness
348,8217.65,2025-07-24,Merchant_31 Education,Debit Card,Merchant_31,4814,Pending,One-time,52,Male,Education
349,2484.5,2025-02-04,Merchant_58 Entertainment,NEFT,Merchant_58,4784,Pending,Recurring,19,Female,Entertainment
350,1737.02,2025-07-22,Merchant_90 Insurance,NEFT,Merchant_90,5812,Posted,Regular,53,Male,Insurance
351,1883.17,2025-08-27,Merchant_66 Groceries,Credit Card,Merchant_66,5732,Posted,Recurring,18,Male,Groceries
352,12956.5,2025-05-29,Merchant_12 Rent,Auto-Debit,Merchant_12,8299,Pending,Regular,62,Male,Rent
353,1773.75,2025-05-31,Merchant_32 Medical,NEFT,Merchant_32,6311,Pending,One-time,66,Male,Medical
354,2418.93,2025-10-17,Merchant_21 Entertainment,UPI,Merchant_21,4121,Pending,One-time,27,Male,Entertainment
355,17137.18,2024-10-30,Merchant_16 Health & Fitness,Credit Card,Merchant_16,5947,Posted,Regular,18,Male,Health & Fitness
356,3772.41,2025-07-26,Merchant_20 Education,NEFT,Merchant_20,5732,Pending,One-time,60,Female,Education
357,14008.26,2025-04-25,Merchant_55 Medical,Credit Card,Merchant_55,5541,Posted,Regular,64,Male,Medical
358,14676.74,2025-10-01,Merchant_52 Transport,Credit Card,Merchant_52,8011,Posted,Recurring,41,Female,Transport
359,19274.35,2025-06-18,Merchant_89 Insurance,Debit Card,Merchant_89,6311,Posted,Recurring,38,Female,Insurance
360,1181.86,2025-10-18,Merchant_22 Gifts,Debit Card,Merchant_22,4121,Pending,Recurring,54,Female,Gifts
361,1465.89,2025-06-03,Merchant_62 Insurance,Debit Card,Merchant_62,6311,Pending,Regular,20,Female,Insurance
362,14283.48,2025-02-25,Merchant_94 Travel,Auto-Debit,Merchant_94,5732,Pending,Regular,63,Female,Travel
363,7467.28,2025-09-12,Merchant_93 Groceries,Credit Card,Merchant_93,5732,Pending,Regular,69,Female,Groceries
364,5693.46,2025-02-16,Merchant_97 Shopping,Credit Card,Merchant_97,5947,Posted,One-time,52,Male,Shopping
365,10761.74,2025-09-22,Merchant_20 Health & Fitness,NEFT,Merchant_20,4814,Posted,One-time,25,Male,Health & Fitness
366,16441.07,2025-02-14,Merchant_81 Health & Fitness,Auto-Debit,Merchant_81,5411,Posted,One-time,54,Male,Health & Fitness
367,17349.14,2025-03-26,Merchant_63 Gifts,Debit Card,Merchant_63,7832,Pending,Regular,23,Female,Gifts
368,96.2,2024-11-12,Merchant_23 Education,NEFT,Merchant_23,6311,Pending,Regular,47,Female,Education
369,3547.51,2025-05-20,Merchant_64 Utilities,Debit Card,Merchant_64,5947,Pending,Regular,46,Female,Utilities
370,17165.04,2025-10-07,Merchant_96 Dining,Auto-Debit,Merchant_96,6513,Pending,Regular,39,Male,Dining
371,17831.29,2025-03-30,Merchant_93 Gifts,NEFT,Merchant_93,4121,Pending,Recurring,56,Female,Gifts
372,4529.74,2024-11-11,Merchant_11 Gifts,Debit Card,Merchant_11,7841,Pending,One-time,24,Male,Gifts
373,14551.72,2025-07-20,Merchant_89 Fuel,Auto-Debit,Merchant_89,6513,Pending,Recurring,34,Female,Fuel
374,7884.63,2025-06-03,Merchant_28 Education,UPI,Merchant_28,4121,Posted,One-time,58,Female,Education
375,12499.77,2025-07-15,Merchant_92 Dining,NEFT,Merchant_92,5411,Pending,Recurring,35,Female,Dining
376,2729.32,2025-06-26,Merchant_17 Transport,Auto-Debit,Merchant_17,5411,Pending,Regular,71,Male,Transport
377,18851.32,2025-05-26,Merchant_94 Insurance,Debit Card,Merchant_94,7832,Pending,Regular,55,Male,Insurance
378,6112.13,2025-07-17,Merchant_23 Entertainment,NEFT,Merchant_23,8011,Pending,One-time,48,Male,Entertainment
379,5972.88,2025-07-09,Merchant_31 Entertainment,UPI,Merchant_31,4121,Posted,One-time,37,Female,Entertainment
380,8451.01,2025-05-17,Merchant_34 Education,Credit Card,Merchant_34,4814,Pending,Regular,34,Female,Education
381,264.46,2025-06-29,Merchant_31 Entertainment,Debit Card,Merchant_31,5541,Posted,Regular,53,Female,Entertainment
382,15552.62,2025-02-21,Merchant_74 Health & Fitness,NEFT,Merchant_74,7997,Posted,One-time,24,Male,Health & Fitness
383,6660.24,2025-03-14,Merchant_40 Dining,Debit Card,Merchant_40,8011,Posted,One-time,18,Female,Dining
384,15332.24,2025-03-05,Merchant_84 Health & Fitness,Auto-Debit,Merchant_84,5947,Pending,One-time,40,Female,Health & Fitness
385,18675.51,2024-12-28,Merchant_49 Gifts,UPI,Merchant_49,8299,Posted,Regular,40,Female,Gifts
386,15800.24,2024-10-19,Merchant_27 Education,NEFT,Merchant_27,5541,Pending,Recurring,62,Female,Education
387,8029.22,2024-11-03,Merchant_47 Transport,UPI,Merchant_47,8299,Pending,Recurring,51,Male,Transport
388,15595.72,2024-11-27,Merchant_43 Rent,Auto-Debit,Merchant_43,6513,Posted,Regular,68,Male,Rent
389,17574.67,2025-09-24,Merchant_70 Insurance,Credit Card,Merchant_70,5411,Posted,One-time,18,Male,Insurance
390,3300.38,2025-05-29,Merchant_7 Travel,Credit Card,Merchant_7,8299,Pending,Recurring,59,Female,Travel
391,13101.04,2024-10-27,Merchant_16 Shopping,Auto-Debit,Merchant_16,5541,Pending,Recurring,25,Female,Shopping
392,4773.12,2025-10-07,Merchant_46 Rent,Debit Card,Merchant_46,4121,Pending,Recurring,68,Male,Rent
393,4428.1,2025-08-05,Merchant_64 Medical,Credit Card,Merchant_64,4121,Pending,One-time,69,Female,Medical
394,18617.66,2025-07-31,Merchant_26 Medical,NEFT,Merchant_26,4814,Pending,One-time,67,Male,Medical
395,7980.35,2025-03-28,Merchant_52 Groceries,UPI,Merchant_52,4814,Posted,Recurring,22,Female,Groceries
396,15934.07,2025-08-02,Merchant_18 Shopping,Debit Card,Merchant_18,7997,Posted,Regular,49,Female,Shopping
397,14117.61,2025-05-25,Merchant_79 Dining,UPI,Merchant_79,7997,Pending,One-time,50,Female,Dining
398,6961.24,2025-09-06,Merchant_34 Health & Fitness,NEFT,Merchant_34,5947,Posted,Regular,67,Male,Health & Fitness
399,6989.94,2024-11-29,Merchant_83 Gifts,Credit Card,Merchant_83,7841,Pending,Recurring,67,Female,Gifts
400,13149.17,2024-10-19,Merchant_82 Health & Fitness,Credit Card,Merchant_82,4814,Posted,Regular,58,Male,Health & Fitness
401,9170.79,2025-10-10,Merchant_31 Utilities,NEFT,Merchant_31,6513,Posted,Regular,36,Male,Utilities
402,8426.28,2025-02-14,Merchant_20 Gifts,Auto-Debit,Merchant_20,4814,Posted,Regular,30,Female,Gifts
403,19152.52,2025-02-20,Merchant_44 Subscription,Credit Card,Merchant_44,4784,Posted,Regular,25,Male,Subscription
404,8608.02,2025-03-20,Merchant_78 Utilities,Auto-Debit,Merchant_78,5411,Pending,Regular,57,Male,Utilities
405,8889.09,2025-06-29,Merchant_38 Shopping,Auto-Debit,Merchant_38,5812,Pending,One-time,45,Male,Shopping
406,14052.54,2024-11-16,Merchant_51 Gifts,Debit Card,Merchant_51,4121,Posted,Regular,36,Female,Gifts
407,12300.93,2025-02-02,Merchant_64 Gifts,NEFT,Merchant_64,5541,Pending,Regular,42,Female,Gifts
408,5542.1,2025-04-10,Merchant_43 Travel,NEFT,Merchant_43,6513,Posted,One-time,33,Male,Travel
409,10472.85,2025-09-30,Merchant_68 Health & Fitness,NEFT,Merchant_68,5411,Pending,One-time,59,Male,Health & Fitness
410,3042.19,2024-11-23,Merchant_14 Health & Fitness,Auto-Debit,Merchant_14,7997,Posted,Regular,62,Male,Health & Fitness
411,11479.78,2025-03-16,Merchant_45 Travel,NEFT,Merchant_45,5947,Pending,Recurring,23,Female,Travel
412,484.01,2025-04-02,Merchant_54 Education,UPI,Merchant_54,7841,Pending,Recurring,55,Female,Education
413,11977.38,2025-03-18,Merchant_96 Utilities,Credit Card,Merchant_96,6311,Pending,Regular,45,Female,Utilities
414,13328.9,2025-10-07,Merchant_67 Transport,Auto-Debit,Merchant_67,5541,Posted,One-time,66,Male,Transport
415,9490.5,2025-04-07,Merchant_52 Gifts,Credit Card,Merchant_52,8011,Pending,One-time,45,Female,Gifts
416,13179.45,2025-04-10,Merchant_40 Shopping,Credit Card,Merchant_40,6513,Posted,Regular,44,Female,Shopping
417,3915.06,2024-11-16,Merchant_67 Health & Fitness,Credit Card,Merchant_67,5812,Pending,Recurring,39,Male,Health & Fitness
418,18017.91,2025-04-29,Merchant_10 Education,Auto-Debit,Merchant_10,7832,Pending,Recurring,70,Female,Education
419,19686.73,2025-06-26,Merchant_62 Subscription,Credit Card,Merchant_62,6311,Posted,Regular,75,Male,Subscription
420,13326.92,2025-07-22,Merchant_46 Entertainment,Auto-Debit,Merchant_46,5732,Pending,Recurring,57,Male,Entertainment
421,2876.68,2025-07-13,Merchant_74 Travel,Debit Card,Merchant_74,4784,Posted,Recurring,70,Female,Travel
422,15455.62,2024-12-25,Merchant_28 Rent,UPI,Merchant_28,5947,Pending,Regular,36,Male,Rent
423,10985.28,2025-02-26,Merchant_64 Dining,Auto-Debit,Merchant_64,6311,Pending,Recurring,55,Male,Dining
424,9372.72,2025-10-07,Merchant_21 Dining,UPI,Merchant_21,4814,Posted,One-time,20,Female,Dining
425,16852.03,2025-07-30,Merchant_45 Gifts,Auto-Debit,Merchant_45,7841,Posted,One-time,32,Male,Gifts
426,2033.4,2024-11-11,Merchant_80 Utilities,UPI,Merchant_80,5411,Posted,Recurring,57,Male,Utilities
427,10798.81,2024-12-14,Merchant_2 Education,Credit Card,Merchant_2,8299,Posted,Recurring,26,Female,Education
